"","sub_id","groupID","studyID","group_cond","trial","img","txt","clean_text"
"6412","AW3QNBWHGXVQK",10,"id-uwffo-2","reapp",13,1,"The tiny premature baby is finally experiencing his first bath.","the tiny premature baby is finally experiencing his first bath"
"6413","A1L285JVL5O3ZN",7,"id-eiwzx-2999","reapp",18,13,"The traditional rights of passage is beautifu","the traditional rights of passage is beautifu"
"6414","A3CCFD0700KTPV",10,"id-eiwzx-3000","reapp",13,13,"The tribe had fierce rituals proving their manliness.","the tribe had fierce rituals proving their manliness"
"6415","A23RGQKZ0PPC46",12,"id-uwffo-8","reapp",20,13,"The tribes in some countries practice this lip splitting","the tribes in some countries practice this lip splitting"
"6416","A1BJFYHXK6YDX1",5,"id-ngahz-2998","reapp",7,1,"The tube helps the child to breath well","the tube helps the child to breath well"
"6417","ANGJEGCCP3AO2",7,"id-uwffo-2","reapp",2,10,"The two are lover birds and are playing games","the two are lover birds and are playing games"
"6418","A36WIUPO360FA5",5,"id-uwffo-11","reapp",4,18,"The two childrens are scared and very critical situation","the two childrens are scared and very critical situation"
"6419","AT6LDQNLKTUSE",7,"id-thggi-2999","reapp",11,11,"The underdog takes a hard blow, but ultimately wins the fight.","the underdog takes a hard blow but ultimately wins the fight"
"6420","A183HI4ZV77GJU",10,"id-bvwuk-2998","reapp",12,6,"The victim is upright and conscious.","the victim is upright and conscious"
"6421","A2QIWWNL33VJ3J",5,"id-bvwuk-3000","reapp",9,6,"The victim survived a break in.","the victim survived a break in"
"6422","A2S7MMYI24QSRU",6,"id-uwffo-13","control",20,8,"The victor? Hate to see the other person, or maybe its ketchup?","the victor hate to see the other person or maybe its ketchup"
"6423","A80X2FTFDSR19",6,"id-mspuo-3000","reapp",16,17,"The villagers seem concerned.","the villagers seem concerned"
"6424","A1JPCC3YC36VE7",9,"id-eiwzx-2998","reapp",15,14,"The war was almost over but winned with explosive","the war was almost over but winned with explosive"
"6425","ANGJEGCCP3AO2",7,"id-uwffo-2","reapp",16,17,"The was rescued by people from a fire","the was rescued by people from a fire"
"6426","AR9AU5FY1S3RO",9,"id-thggi-2998","reapp",6,11,"The way this photo was taken is very artistic.","the way this photo was taken is very artistic"
"6427","A3RI9RLBGPG2B6",6,"empty","reapp",12,10,"The woman and man are practicing a wrestling match and are sparring. She will be ok.","the woman and man are practicing a wrestling match and are sparring she will be ok"
"6428","A3FH8OSFWOLI7A",4,"id-uwffo-20","control",10,20,"The woman appears to be extremely hurt or dead. I feel terrible.","the woman appears to be extremely hurt or dead i feel terrible"
"6429","A2G7N0X0PNX0EE",4,"id-bvwuk-3000","reapp",19,6,"The woman appears to be getting help for her abusive relationship. Maybe she is getting out.","the woman appears to be getting help for her abusive relationship maybe she is getting out"
"6430","A1A9YC6Z7QJYLE",6,"id-uwffo-22","control",4,5,"The woman appears to have been hit either in a fight, or beaten. It makes me angry to whoever did this.","the woman appears to have been hit either in a fight or beaten it makes me angry to whoever did this"
"6431","A38AQF5BPHJS4C",6,"id-uwffo-13","control",6,20,"The woman being rescued does not look well. This makes me sad and I hope she is alive.","the woman being rescued does not look well this makes me sad and i hope she is alive"
"6432","A3RJC9KTQ0U46B",1,"id-giakt-2999","reapp",5,20,"The woman being saved by the firefighter may still be alive if they get her help fast anough.","the woman being saved by the firefighter may still be alive if they get her help fast anough"
"6433","A1PQSOBBXYPY98",3,"id-uwffo-2","reapp",8,5,"The woman could have gotten into a fight, protecting a good friend or other brave act.","the woman could have gotten into a fight protecting a good friend or other brave act"
"6434","A3U0CSC7FMOQUN",1,"id-fjoxq-1216","reapp",5,6,"The woman finally has the freedom she needs, escaping from a bad relation","the woman finally has the freedom she needs escaping from a bad relation"
"6435","A2QIWWNL33VJ3J",5,"id-bvwuk-3000","reapp",12,10,"The woman fought the attacker off and got away.","the woman fought the attacker off and got away"
"6436","A7JY83XLBASTQ",9,"id-thggi-2999","reapp",4,5,"The woman got injured defending herself","the woman got injured defending herself"
"6437","A3G1HG9Q8M4UI5",1,"id-fjoxq-1996","reapp",1,5,"The woman got punched around her eye area","the woman got punched around her eye area"
"6438","A2GVK5NQTY5GSC",8,"id-thggi-2999","reapp",10,20,"The woman got saved from the fire by the firefighters.","the woman got saved from the fire by the firefighters"
"6439","A2TXUNEHPTW3Z3",9,"id-eiwzx-2997","reapp",14,6,"The woman had been mugged. But she fought off the attacker and even held him in place until the police arrived. He won't be hurting anyone","the woman had been mugged but she fought off the attacker and even held him in place until the police arrived he wont be hurting anyone"
"6440","A34KBIYMGPH924",4,"id-bvwuk-2997","reapp",1,5,"The woman has been beaten and posted this picture as a vow to never let it happen again.","the woman has been beaten and posted this picture as a vow to never let it happen again"
"6441","AIMG4UWAA8Q3C",6,"id-ngahz-2997","reapp",18,6,"The woman has been found and is being helped.","the woman has been found and is being helped"
"6442","AIMG4UWAA8Q3C",6,"id-ngahz-2997","reapp",17,20,"The woman has been thankfully rescued.","the woman has been thankfully rescued"
"6443","AHQX9C1BMA5AR",3,"id-giakt-2998","reapp",1,5,"The woman is a survivor from fighting off domestic abuse.","the woman is a survivor from fighting off domestic abuse"
"6444","A3H409OOR6NJF",5,"id-eiwzx-2997","reapp",3,10,"The woman is attackjng others and the man is restraining her so she can calm down","the woman is attackjng others and the man is restraining her so she can calm down"
"6445","AIMG4UWAA8Q3C",6,"id-ngahz-2997","reapp",20,3,"The woman is doing what she needs to o td survive.","the woman is doing what she needs to o td survive"
"6446","A2G7N0X0PNX0EE",4,"id-bvwuk-3000","reapp",14,5,"The woman is getting help for her abusive relationship. She might be getting out and getting help.","the woman is getting help for her abusive relationship she might be getting out and getting help"
"6447","A3AI6F001CAWSA",4,"id-eiwzx-2999","reapp",15,10,"The woman is getting very good at self defense as a result of the classes. She is more confident now.","the woman is getting very good at self defense as a result of the classes she is more confident now"
"6448","A1OD60SVMEZ5EX",1,"id-uwffo-4","reapp",7,5,"The woman is home from hospital after a bad car accident and thankful to be alive.","the woman is home from hospital after a bad car accident and thankful to be alive"
"6449","A3L2VS3998R77L",2,"id-eiwzx-2997","reapp",4,20,"The woman is hurt but alive thanks to these firemen.","the woman is hurt but alive thanks to these firemen"
"6450","A3H409OOR6NJF",5,"id-eiwzx-2997","reapp",9,6,"The woman is in a movie and that is makeup","the woman is in a movie and that is makeup"
"6451","AAPVJFYLS6D4D",11,"id-eiwzx-2997","reapp",18,6,"The woman is injured but still able to enjoy a cigarette to help the pain.","the woman is injured but still able to enjoy a cigarette to help the pain"
"6452","A1XXZVJ6VYD7RH",6,"id-thggi-2999","reapp",3,10,"The woman is practicing her self-defense skill.","the woman is practicing her selfdefense skill"
"6453","A2583YP0HGTKAG",9,"id-bvwuk-2998","reapp",11,5,"The woman is showing the aftermath of an accident. It hurts but shell be fdine","the woman is showing the aftermath of an accident it hurts but shell be fdine"
"6454","AIMG4UWAA8Q3C",6,"id-ngahz-2997","reapp",14,10,"The woman is strong and fighting back!","the woman is strong and fighting back"
"6455","A3AI6F001CAWSA",4,"id-eiwzx-2999","reapp",17,5,"The woman is telling her hopeful story of escaping her abuser.","the woman is telling her hopeful story of escaping her abuser"
"6456","A3AI6F001CAWSA",4,"id-eiwzx-2999","reapp",9,6,"The woman is very thankful to have survived. She says the medical professionals saved her life and she feels great.","the woman is very thankful to have survived she says the medical professionals saved her life and she feels great"
"6457","A3UR1AE3D5U7F",4,"empty","control",17,20,"The woman looks injured. I feel pain and worry. Urgency","the woman looks injured i feel pain and worry urgency"
"6458","A78JQNXB597X7",9,"id-eiwzx-2998","reapp",9,5,"The woman looks like a victim of domestic violence.","the woman looks like a victim of domestic violence"
"6459","A78JQNXB597X7",9,"id-eiwzx-2998","reapp",8,10,"The woman looks like she is being held back for a reason","the woman looks like she is being held back for a reason"
"6460","AIEGKVQ47B3FQ",11,"id-uwffo-26","control",5,8,"The woman may have been beaten. Cruel treatment towared women.","the woman may have been beaten cruel treatment towared women"
"6461","AIEGKVQ47B3FQ",11,"id-uwffo-26","control",5,5,"The woman may have been beaten. Cruel treatment towared women.","the woman may have been beaten cruel treatment towared women"
"6462","A30GCTXJ17JC3I",7,"id-eiwzx-2997","reapp",7,20,"The woman may still be alive.  At least they got her out before she got seriously burned.","the woman may still be alive at least they got her out before she got seriously burned"
"6463","A3GE5GE72FMTG0",6,"id-uwffo-20","control",3,5,"The woman might be hit by someone. So there are some marks in her face.","the woman might be hit by someone so there are some marks in her face"
"6464","A3CSPN2MNWWWPN",4,"id-bvwuk-2997","reapp",7,6,"The woman might have escaped death and is relieved to be al","the woman might have escaped death and is relieved to be al"
"6465","A3CSPN2MNWWWPN",4,"id-bvwuk-2997","reapp",10,5,"The woman might have had to fight off another person to protect herself","the woman might have had to fight off another person to protect herself"
"6466","A2QIWWNL33VJ3J",5,"id-bvwuk-3000","reapp",4,5,"The woman survived domestic abuse.","the woman survived domestic abuse"
"6467","A2QIWWNL33VJ3J",5,"id-bvwuk-3000","reapp",17,20,"The woman survived in the most drastic moments.","the woman survived in the most drastic moments"
"6468","A1AKL5YH9NLD2V",8,"id-eiwzx-2999","reapp",18,5,"The woman was hopefully treated for her injuries. It also may have been the result of an accident and there was no intentional","the woman was hopefully treated for her injuries it also may have been the result of an accident and there was no intentional"
"6469","A2MS1GQLGAX9FZ",8,"id-thggi-2999","reapp",16,6,"The woman was involved in a deadly crash but came out alive.","the woman was involved in a deadly crash but came out alive"
"6470","A3G1HG9Q8M4UI5",1,"id-fjoxq-1996","reapp",3,10,"The woman was pushed to the car by a man","the woman was pushed to the car by a man"
"6471","A3TDPXTB6Y6H1I",10,"id-bvwuk-3000","reapp",20,20,"The woman was rescued and in good hands.","the woman was rescued and in good hands"
"6472","A3CCFD0700KTPV",10,"id-eiwzx-3000","reapp",5,20,"The woman was unconscious but survived her injuries thank","the woman was unconscious but survived her injuries thank"
"6473","A2VR9O234UCT9T",8,"id-giakt-2997","reapp",8,5,"The woman will find help that will let her stand up for herself.","the woman will find help that will let her stand up for herself"
"6474","A3AJEJEAA9J2FE",7,"id-uwffo-5","reapp",9,15,"The workers are conducting repairs in an industrial environment","the workers are conducting repairs in an industrial environment"
"6475","A29UN4GHR6J0WS",15,"id-uwffo-2","reapp",14,19,"The workers attending to this crash are heroes.","the workers attending to this crash are heroes"
"6476","A1KZ0KE93WNN5O",11,"id-mspuo-2997","reapp",12,15,"The workers move quickly to extinguish the flames.","the workers move quickly to extinguish the flames"
"6477","A3HGZDLMCKGPSE",4,"id-thggi-2996","reapp",5,7,"The wounds seems like they could heal fully, hope he is okay in the future.","the wounds seems like they could heal fully hope he is okay in the future"
"6478","A2P2V7MZCENFT5",6,"id-uwffo-13","control",2,18,"The young boys look like they are living in difficulty situation in a workin","the young boys look like they are living in difficulty situation in a workin"
"6479","AW3QNBWHGXVQK",10,"id-uwffo-2","reapp",8,9,"The young man tries to look tough for the photo shoot.","the young man tries to look tough for the photo shoot"
"6480","A3NQKW26TOT2TM",11,"id-uwffo-21","control",17,4,"Their eyes seem sad. I wonder what's wrong.","their eyes seem sad i wonder whats wrong"
"6481","A22WWSTT8TU7G1",10,"id-eiwzx-2999","reapp",12,4,"Their eyes will heal nicely with all the new treatments there are","their eyes will heal nicely with all the new treatments there are"
"6482","A1XDYW4D4B610Z",6,"id-mspuo-3000","reapp",1,19,"Their lives were not lost.","their lives were not lost"
"6483","A3IL56B141IJMS",2,"id-giakt-2996","reapp",20,19,"Thenperson made it out the wreck ali","thenperson made it out the wreck ali"
"6484","A371H3PQPR2Z8J",4,"id-eiwzx-2997","reapp",8,14,"There are a good number of survivors from the crash","there are a good number of survivors from the crash"
"6485","A22WWSTT8TU7G1",10,"id-eiwzx-2999","reapp",4,6,"There are a lot of new ways to get help now","there are a lot of new ways to get help now"
"6486","A22WWSTT8TU7G1",10,"id-eiwzx-2999","reapp",9,10,"There are a lot of ways a person can get help now","there are a lot of ways a person can get help now"
"6487","A2VZBQLSFZC519",11,"id-mspuo-2997","reapp",7,17,"There are dogs in the picture. At least they're alive.","there are dogs in the picture at least theyre alive"
"6488","A324M5ZRHX7RUV",10,"id-uwffo-4","reapp",19,20,"There are firefighters rescuing these people.","there are firefighters rescuing these people"
"6489","A78JQNXB597X7",9,"id-eiwzx-2998","reapp",14,19,"There are first responders doing what they are trained to do, helping someone.","there are first responders doing what they are trained to do helping someone"
"6490","A22WWSTT8TU7G1",10,"id-eiwzx-2999","reapp",2,1,"There are great new lengths for premies to keep them alive","there are great new lengths for premies to keep them alive"
"6491","ATKNH6OR2G11O",1,"id-mspuo-2997","reapp_target",3,2,"There are many options available for treatment for drug addicts.","there are many options available for treatment for drug addicts"
"6492","AAPVJFYLS6D4D",11,"id-eiwzx-2997","reapp",17,14,"There are many survivors from this crash. Even injured, their lives have been spared.","there are many survivors from this crash even injured their lives have been spared"
"6493","A22WWSTT8TU7G1",10,"id-eiwzx-2999","reapp",7,5,"There are new ways to get help and never be found out","there are new ways to get help and never be found out"
"6494","A4CHLWPHZIP7Y",10,"id-bvwuk-3000","reapp",6,19,"There are no bodies lying in the street that I can see. Perhaps there were survivors.","there are no bodies lying in the street that i can see perhaps there were survivors"
"6495","A3L2VS3998R77L",2,"id-eiwzx-2997","reapp",12,14,"There are no deaths in this plane crash. Many are hurt.","there are no deaths in this plane crash many are hurt"
"6496","AAPVJFYLS6D4D",11,"id-eiwzx-2997","reapp",12,17,"There are people around that are still alive.","there are people around that are still alive"
"6497","AXPZAP62ZYWP8",21,"20220203-motivated_group_emotional_regulation","reapp",9,17,"There are people here to help the injured person.","there are people here to help the injured person"
"6498","AD3EKNU96TZ4N",5,"id-thggi-2998","reapp",10,19,"There are people here to help the people in the accident.","there are people here to help the people in the accident"
"6499","A3TDPXTB6Y6H1I",10,"id-bvwuk-3000","reapp",9,15,"There are professionals attending to the disaster to help mitigate any damage or injuries.","there are professionals attending to the disaster to help mitigate any damage or injuries"
"6500","A2VN9PF50ZB09W",11,"id-uwffo-26","control",8,19,"There are so many car accidents anymore. This is a true tragedy. God be with them.","there are so many car accidents anymore this is a true tragedy god be with them"
"6501","A371H3PQPR2Z8J",4,"id-eiwzx-2997","reapp",12,19,"There could have been more vehicles involved or injuries caused","there could have been more vehicles involved or injuries caused"
"6502","A3CSPN2MNWWWPN",4,"id-bvwuk-2997","reapp",3,19,"There doesn't appear to be a dead body so the person driving might be okay.","there doesnt appear to be a dead body so the person driving might be okay"
"6503","A30GCTXJ17JC3I",7,"id-eiwzx-2997","reapp",10,14,"There doesn't seem to be a lot of fatalities, if any.  That is pretty lucky for a plane crash.","there doesnt seem to be a lot of fatalities if any that is pretty lucky for a plane crash"
"6504","ATT8TOPRCRRHG",8,"id-mspuo-3000","reapp",5,15,"There doing there best to put out the flames, atleast everyone is aware and safe","there doing there best to put out the flames atleast everyone is aware and safe"
"6505","A22WWSTT8TU7G1",10,"id-eiwzx-2999","reapp",11,18,"There futures will be much better","there futures will be much better"
"6506","A38SB4HNEB1CT0",3,"id-uwffo-24","control",13,19,"There is a big accident.","there is a big accident"
"6507","A38SB4HNEB1CT0",3,"id-uwffo-24","control",10,15,"There is a big fire accident.","there is a big fire accident"
"6508","A23Z8G9ARHNM96",4,"id-thggi-2996","reapp",9,19,"There is a car crash but luckily no one got killed.","there is a car crash but luckily no one got killed"
"6509","A78JQNXB597X7",9,"id-eiwzx-2998","reapp",7,2,"There is a drug user that looks high. Its","there is a drug user that looks high its"
"6510","A23Z8G9ARHNM96",4,"id-thggi-2996","reapp",2,15,"There is a fire but no one got seriously injured.","there is a fire but no one got seriously injured"
"6511","A1MCTY70H6XGGF",11,"id-bvwuk-3000","reapp",13,17,"There is a lot of blood on the street and the dog looks like it's interested in eating it - ew!","there is a lot of blood on the street and the dog looks like its interested in eating it ew"
"6512","AXJNG0CP7U2XV",17,"id-uwffo-19","control",11,8,"There is a lot of blood. Scarry.","there is a lot of blood scarry"
"6513","ARIYEUHKZ5SXQ",4,"id-eiwzx-3000","reapp",5,19,"There is a lot of people who want to help the driver witht he accident","there is a lot of people who want to help the driver witht he accident"
"6514","A3L2VS3998R77L",2,"id-eiwzx-2997","reapp",7,16,"There is a man dead and this person is burying him.","there is a man dead and this person is burying him"
"6515","A20IUTEDOV5AZ",5,"id-uwffo-22","control",6,17,"There is a man lying on the ground with a pool of  blood around him. Two people are looking at h","there is a man lying on the ground with a pool of blood around him two people are looking at h"
"6516","A3RI9RLBGPG2B6",6,"empty","reapp",17,19,"There is a nasty car crash on the road, but luckily this person survived with little to no injuries.","there is a nasty car crash on the road but luckily this person survived with little to no injuries"
"6517","A23RGQKZ0PPC46",12,"id-uwffo-8","reapp",13,14,"There is a soft landing of a plane in a field. Everyone survived.","there is a soft landing of a plane in a field everyone survived"
"6518","A1A9YC6Z7QJYLE",6,"id-uwffo-22","control",2,10,"There is a struggle, some man is attempting to disable the other.","there is a struggle some man is attempting to disable the other"
"6519","A20IUTEDOV5AZ",5,"id-uwffo-22","control",4,9,"There is a young man pointing a gun in the direction of the camera.","there is a young man pointing a gun in the direction of the camera"
"6520","A23Z8G9ARHNM96",4,"id-thggi-2996","reapp",6,14,"There is an airplane crash but no one got hurt.","there is an airplane crash but no one got hurt"
"6521","A2VR9O234UCT9T",8,"id-giakt-2997","reapp",12,2,"There is help and the man can reach for it. Someone will be there to help.","there is help and the man can reach for it someone will be there to help"
"6522","A1L285JVL5O3ZN",7,"id-eiwzx-2999","reapp",13,20,"There is help in numbers. She was able to be saved from the fire.","there is help in numbers she was able to be saved from the fire"
"6523","A80X2FTFDSR19",6,"id-mspuo-3000","reapp",18,19,"There is help that has arrived","there is help that has arrived"
"6524","A371H3PQPR2Z8J",4,"id-eiwzx-2997","reapp",14,4,"There is much that can be done to minimize these","there is much that can be done to minimize these"
"6525","A1GBKKJEJ8VT71",12,"id-uwffo-18","control",20,19,"There is no way they survived.","there is no way they survived"
"6526","A13XMDCMSOL3Z3",1,"id-giakt-2997","reapp",15,19,"There is not a way to rethink this positively unless they surv","there is not a way to rethink this positively unless they surv"
"6527","AFVNRIR0HE8ET",5,"id-eiwzx-2997","reapp",14,19,"There is people there to help.","there is people there to help"
"6528","A12RF9L2BN8B5W",6,"id-eiwzx-2997","reapp",6,15,"There is so much damage here.","there is so much damage here"
"6529","AMUMZ8ZXSWTLY",8,"id-uwffo-26","control",15,4,"There is something wrong with this person's eyes. They look swo","there is something wrong with this persons eyes they look swo"
"6530","AQ4H0139CMJZS",1,"id-uwffo-6","reapp",7,17,"There is still hope and this","there is still hope and this"
"6531","A2J3PQ126JY6EQ",34,"20220203-motivated_group_emotional_regulation","reapp_target",7,2,"There is still hope and time to get clean and turn your life around.","there is still hope and time to get clean and turn your life around"
"6532","A1QXBYE81CP9N9",27,"20220203-motivated_group_emotional_regulation","control",1,15,"There must have b","there must have b"
"6533","A3P7AXWF57BHNX",5,"id-uwffo-19","control",7,14,"There must have been a plane crash. I'm sure some people didn't survive which is very sad.","there must have been a plane crash im sure some people didnt survive which is very sad"
"6534","A2SHOFSQGLTOCE",12,"id-ngahz-2999","reapp",14,14,"There seem to be many survivors of the crash.","there seem to be many survivors of the crash"
"6535","A2TXUNEHPTW3Z3",9,"id-eiwzx-2997","reapp",18,19,"There was a bad accident. But fortunately the driver was thrown clear of the car and survived.","there was a bad accident but fortunately the driver was thrown clear of the car and survived"
"6536","A2ZGAH6NOSU2PO",7,"id-giakt-2998","reapp",2,20,"There was a bad fire but the firemen were able to save the woman.","there was a bad fire but the firemen were able to save the woman"
"6537","AWTBENF2BL2IQ",7,"id-uwffo-5","reapp",6,15,"There was a chemical spill, and it seems to be safe for the public. Just to be sure, they are testing the contamination levels.","there was a chemical spill and it seems to be safe for the public just to be sure they are testing the contamination levels"
"6538","AFEPFMO9863WA",1,"id-ngahz-2997","reapp",19,14,"There was a crash landing and people survived","there was a crash landing and people survived"
"6539","AFEPFMO9863WA",1,"id-ngahz-2997","reapp",14,15,"There was a fire at the plant and there people","there was a fire at the plant and there people"
"6540","A3CCFD0700KTPV",10,"id-eiwzx-3000","reapp",12,18,"There was a gang activity that they got together for and ah","there was a gang activity that they got together for and ah"
"6541","APE3HCM5E63B",14,"id-zrcsw-3000","reapp",9,19,"There was a horrible crash and fortunately the person was not injured","there was a horrible crash and fortunately the person was not injured"
"6542","A2TXUNEHPTW3Z3",9,"id-eiwzx-2997","reapp",5,15,"There was a lot of nuclear fallout after the blast. But these brave people are cleaning up to make the area safe again for others.","there was a lot of nuclear fallout after the blast but these brave people are cleaning up to make the area safe again for others"
"6543","A2MS1GQLGAX9FZ",8,"id-thggi-2999","reapp",19,14,"There was a plane crash but everyone in the plane survived.","there was a plane crash but everyone in the plane survived"
"6544","AFEPFMO9863WA",1,"id-ngahz-2997","reapp",18,7,"There was a surgery","there was a surgery"
"6545","AFEPFMO9863WA",1,"id-ngahz-2997","reapp",15,19,"There was an accident","there was an accident"
"6546","A23Z8G9ARHNM96",4,"id-thggi-2996","reapp",19,18,"There was an explosion but no one got hurt.","there was an explosion but no one got hurt"
"6547","APE3HCM5E63B",14,"id-zrcsw-3000","reapp",20,16,"There was no cementary in this rural town so the dead are b","there was no cementary in this rural town so the dead are b"
"6548","A38S1M9I6HIBJG",13,"id-thggi-2999","reapp",3,16,"There was no other choice but to bury him","there was no other choice but to bury him"
"6549","A3CCFD0700KTPV",10,"id-eiwzx-3000","reapp",7,17,"There was no time to help and he died instantly.","there was no time to help and he died instantly"
"6550","AKRD60WVX2YBH",8,"id-mspuo-3000","reapp",17,15,"There were a oil explosion, maybe is a movie scene.","there were a oil explosion maybe is a movie scene"
"6551","A5YRC4QT53JRO",7,"id-uwffo-11","reapp",10,14,"There were many survivors of this plane crash.","there were many survivors of this plane crash"
"6552","A3OCKM1XZ2SSEK",6,"id-giakt-2998","reapp",14,14,"There were survivors","there were survivors"
"6553","AW3QNBWHGXVQK",10,"id-uwffo-2","reapp",14,19,"There were survivors even though one wonders how.","there were survivors even though one wonders how"
"6554","ANRK2N0BB7HOW",1,"id-eiwzx-1806","reapp",13,15,"There will be regrowth and this is part of the natural order.","there will be regrowth and this is part of the natural order"
"6555","A20IUTEDOV5AZ",5,"id-uwffo-22","control",7,13,"There's a man expanding his lip by putting a wooden dowel through it","theres a man expanding his lip by putting a wooden dowel through it"
"6556","A2UG0V0C6UCL50",2,"id-bbyjt-2997","reapp",8,11,"There's blood and it looks disgusting and painful","theres blood and it looks disgusting and painful"
"6557","AZ4IGXEZRJSTP",8,"id-uwffo-15","control",2,16,"There's one dirty job nobody would want to have.","theres one dirty job nobody would want to have"
"6558","A74IW1OD4R9QS",11,"id-giakt-2997","reapp",9,12,"Theres a Nick Cage movie like this but I forget the name of it","theres a nick cage movie like this but i forget the name of it"
"6559","A3NJORXBXMA0IS",5,"id-thggi-3000","reapp",1,18,"These 2 children could have been playing in the dirt","these children could have been playing in the dirt"
"6560","A13XMDCMSOL3Z3",1,"id-giakt-2997","reapp",9,18,"These 2 may have been caught playing in the mud and are being scolded.","these may have been caught playing in the mud and are being scolded"
"6561","A3E65QA8DZX26T",8,"id-fjoxq-2997","reapp",5,10,"These are actors.","these are actors"
"6562","A18GV1FNDFP6W5",13,"id-uwffo-5","reapp",10,14,"These are all the survivors. They lived.","these are all the survivors they lived"
"6563","A3HX18G4XV5PK",4,"id-thggi-2999","reapp",7,15,"These are brave men with courageous careers!","these are brave men with courageous careers"
"6564","A21CSNJE0TWUMU",7,"id-eiwzx-3000","reapp",4,20,"These are brave people helping our communities and saving the lives of others, respect.","these are brave people helping our communities and saving the lives of others respect"
"6565","A1CEB6H9Z9I8WI",8,"id-ngahz-3000","reapp",13,10,"These are brothers wrestling. horse play","these are brothers wrestling horse play"
"6566","AD3EKNU96TZ4N",5,"id-thggi-2998","reapp",4,18,"These are children building up character by playing in dirt.","these are children building up character by playing in dirt"
"6567","A3E65QA8DZX26T",8,"id-fjoxq-2997","reapp",4,20,"These are firefighters, saving lives.","these are firefighters saving lives"
"6568","A3LK4TL4G7LT6",2,"id-ngahz-2996","reapp",20,15,"These are heros saving lives from this fire.","these are heros saving lives from this fire"
"6569","A3NRIEMOJVVX4A",25,"20220203-motivated_group_emotional_regulation","control",5,18,"These are kids playing and getting dirty.","these are kids playing and getting dirty"
"6570","A3NRIEMOJVVX4A",25,"20220203-motivated_group_emotional_regulation","control",5,11,"These are kids playing and getting dirty.","these are kids playing and getting dirty"
"6571","A3E65QA8DZX26T",8,"id-fjoxq-2997","reapp",16,15,"These are professionals working in a dangerous enviroment.","these are professionals working in a dangerous enviroment"
"6572","AD3EKNU96TZ4N",5,"id-thggi-2998","reapp",11,15,"These are scientists investigating scene of crime.","these are scientists investigating scene of crime"
"6573","A276TOSEU7TQ8Y",9,"id-eiwzx-3000","reapp",14,4,"These are tears of joy at a reunion.  It's and ugly cry.","these are tears of joy at a reunion its and ugly cry"
"6574","A1XL4L7ZKTL9RJ",11,"id-eiwzx-2997","reapp",5,15,"These are the survivors of a terrible fire","these are the survivors of a terrible fire"
"6575","A3EU8ENRH654SB",7,"id-eiwzx-2999","reapp",11,10,"These are two guys having fun together on a night out on the town.","these are two guys having fun together on a night out on the town"
"6576","A38PC570ZB9OWL",1,"id-ngahz-2997","reapp",18,7,"These bandages were for surgery conducted in a hospital and not an ie","these bandages were for surgery conducted in a hospital and not an ie"
"6577","A38E1DWG5IF0KL",6,"id-mspuo-3000","reapp",19,18,"These boy just escaped their captors","these boy just escaped their captors"
"6578","A12RF9L2BN8B5W",6,"id-eiwzx-2997","reapp",17,18,"These boy will come above this and thrive.","these boy will come above this and thrive"
"6579","A292TFDMNVS0TP",11,"id-bvwuk-3000","reapp",4,18,"These boys are dirty because they've been out playing all day","these boys are dirty because theyve been out playing all day"
"6580","A2BC6S46AZH1MX",5,"id-ngahz-2997","reapp",20,18,"These boys are dirty from playing outside in the dirt all day.","these boys are dirty from playing outside in the dirt all day"
"6581","AIO8DX5OGCGN1",6,"id-giakt-2998","reapp",6,18,"These boys are survivors of a house fire.","these boys are survivors of a house fire"
"6582","A29AZUSDSSMKZL",5,"id-giakt-2998","reapp",12,18,"These boys grew up in a neighborhood with a thriving economy and plenty of jobs avail","these boys grew up in a neighborhood with a thriving economy and plenty of jobs avail"
"6583","A1J7C4V2AZSHQX",13,"id-ngahz-2999","reapp",8,18,"These boys have been able to play how they like outside and get good exercise.","these boys have been able to play how they like outside and get good exercise"
"6584","A3591MJIGGPQ7F",2,"id-uwffo-5","reapp",15,18,"These boys have been having fun playing in the mud.","these boys have been having fun playing in the mud"
"6585","A3LK4TL4G7LT6",2,"id-ngahz-2996","reapp",18,18,"These boys just escaped their country.","these boys just escaped their country"
"6586","A3OCKM1XZ2SSEK",6,"id-giakt-2998","reapp",2,18,"These boys just had a great day playing outside and are just now being told to go in and was","these boys just had a great day playing outside and are just now being told to go in and was"
"6587","A314KKX6ONDO9O",3,"id-giakt-2997","reapp",7,18,"These boys lived after a harrowing night. They are happy to be alive, they are","these boys lived after a harrowing night they are happy to be alive they are"
"6588","A2KI7VSBMFO9VF",5,"id-giakt-2998","reapp",13,18,"These boys look like they could have had a fun time playing in the dirt","these boys look like they could have had a fun time playing in the dirt"
"6589","A3HX18G4XV5PK",4,"id-thggi-2999","reapp",4,18,"These boys look liked they had a fun day and don't want to listen to Mom telling them to come home!","these boys look liked they had a fun day and dont want to listen to mom telling them to come home"
"6590","A2P8VR6J0Q7GXS",10,"id-uwffo-2","reapp",3,18,"These boys look unwell, but at least they have each other and can be outside","these boys look unwell but at least they have each other and can be outside"
"6591","A2TXUNEHPTW3Z3",9,"id-eiwzx-2997","reapp",8,18,"These boys may have been having fun and playing in the mud all day and now it's time to head home for supper.","these boys may have been having fun and playing in the mud all day and now its time to head home for supper"
