,sub_id,groupID,studyID,subgrp,group_cond,grp_goal,grp_method,trial,img,txt,clean_text
14723,A1BB6H5STZAMMO,id-bvwuk-3000-3,id-bvwuk-3000,control,reapp,non_motivated,reappraisal,10,4,Something is wrong with this guys eyes. Sca,something is wrong with this guys eyes sca
14724,A3LOBI8KGKM59C,id-ngahz-2999-2,id-ngahz-2999,control,reapp,non_motivated,reappraisal,3,4,Something is wrong. Why is this person so sad? They look so troubled.,something is wrong why is this person so sad they look so troubled
14725,A3LOBI8KGKM59C,id-ngahz-2999-2,id-ngahz-2999,control,reapp,non_motivated,reappraisal,3,20,Something is wrong. Why is this person so sad? They look so troubled.,something is wrong why is this person so sad they look so troubled
14726,A32V5D6RO4TYRL,id-uwffo-26-2,id-uwffo-26,treatment,target,motivated,observing,9,17,"Something like that must have been painless, which is good.",something like that must have been painless which is good
14727,ASK6BGTYY8SV1,id-fjoxq-2999-5,id-fjoxq-2999,treatment,target,motivated,observing,6,4,Something looks wrong with this persons skin and eyes.,something looks wrong with this persons skin and eyes
14728,A1FH0Y12VSXUMK,id-rppnn-2999-4,id-rppnn-2999,control,control,non_motivated,observing,17,4,Something sad happp,something sad happp
14729,A3LB5HB6LRD0TD,id-uwffo-16-1,id-uwffo-16,treatment,reapp,non_motivated,reappraisal,3,8,Something terrible happened at his job. Maybe gunfire or bombs.,something terrible happened at his job maybe gunfire or bombs
14730,A1KD0NOQ5730QQ,id-uwffo-22-2,id-uwffo-22,control,target,motivated,observing,13,7,Something terrible happened to this child.,something terrible happened to this child
14731,A2IJM19MYNQ3EI,id-zrcsw-2998-8,id-zrcsw-2998,control,control,non_motivated,observing,2,6,"Something terrible happened, but she seems see",something terrible happened but she seems see
14732,A2TQ6V8HGK600E,id-uwffo-4-3,id-uwffo-4,control,control,non_motivated,observing,1,8,Something terrible must have just happened where he is at. He is hurt and in shock and needs to find someone to help him.,something terrible must have just happened where he is at he is hurt and in shock and needs to find someone to help him
14733,A2ZDEERVRN5AMC,20220203-motivated_group_emotional_regulation-11,20220203-motivated_group_emotional_regulation,control,reapp_target,motivated,reappraisal,19,15,"Something toxic burning, I assume. Terrible for the environment.",something toxic burning i assume terrible for the environment
14734,A1IK5L733Q9JV,id-uwffo-14-8,id-uwffo-14,control,reapp_target,motivated,reappraisal,14,8,"Something tragic has happened to this man. War, maybe?",something tragic has happened to this man war maybe
14735,A14F6ZMFA960GN,id-uwffo-14-8,id-uwffo-14,control,reapp_target,motivated,reappraisal,20,17,Something very bad happened here.,something very bad happened here
14736,A1154EZYFNAZUS,id-uwffo-18-10,id-uwffo-18,control,reapp,non_motivated,reappraisal,8,17,Something violent has happened here. There is a lot of blood.,something violent has happened here there is a lot of blood
14737,AUWQ4PWHPZ7C5,id-uwffo-22-2,id-uwffo-22,treatment,target,motivated,observing,9,17,Something violent has occurred. I feel bad for the people who witnessed or came upon this.,something violent has occurred i feel bad for the people who witnessed or came upon this
14738,A1WVVULO7SS6AY,id-uwffo-21-5,id-uwffo-21,treatment,reapp,non_motivated,reappraisal,4,4,Sometimes letting your emotions out is liberating.,sometimes letting your emotions out is liberating
14739,A1XUXY84RLKDTW,id-uwffo-23-8,id-uwffo-23,treatment,target,motivated,observing,8,4,Sometimes people get adverse reactions to diseases.  Hope meds help him,sometimes people get adverse reactions to diseases hope meds help him
14740,A2GUOR0AX7AJU5,id-uwffo-2-11,id-uwffo-2,treatment,reapp,non_motivated,reappraisal,1,13,Sometimes trying to fit in isnt worth it,sometimes trying to fit in isnt worth it
14741,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,2,20,Sometimes you have to hit rock bottom to find your way back up.,sometimes you have to hit rock bottom to find your way back up
14742,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,2,2,Sometimes you have to hit rock bottom to find your way back up.,sometimes you have to hit rock bottom to find your way back up
14743,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,2,20,Sometimes you have to hit rock bottom to find your way back up.,sometimes you have to hit rock bottom to find your way back up
14744,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,2,2,Sometimes you have to hit rock bottom to find your way back up.,sometimes you have to hit rock bottom to find your way back up
14745,A16335MOISDG1F,id-eiwzx-2998-7,id-eiwzx-2998,treatment,reapp,non_motivated,reappraisal,15,11,Sometimes you have to learn the hard way when you're not built for i,sometimes you have to learn the hard way when youre not built for i
14746,AWO8TCE81Y2LM,id-giakt-2998-4,id-giakt-2998,control,control,non_motivated,observing,2,6,Sorrow for the violence that she faced.,sorrow for the violence that she faced
14747,A19S8B38TC1HJ,id-uwffo-23-9,id-uwffo-23,control,reapp_target,motivated,reappraisal,3,6,Sorrow for what she has clearly gone through and survived..,sorrow for what she has clearly gone through and survived
14748,A1W3FO0D77CF5T,id-zrcsw-2997-8,id-zrcsw-2997,control,reapp,non_motivated,reappraisal,16,6,Sorrow that the woman was also beaten.,sorrow that the woman was also beaten
14749,AZVDVANS2MTD6,id-bvwuk-2998-6,id-bvwuk-2998,control,control,non_motivated,observing,2,17,Sorrow. Appears an accidental death and sadness from onlooker - family?,sorrow appears an accidental death and sadness from onlooker family
14750,A125WQFXL6A3KA,id-fjoxq-2998-6,id-fjoxq-2998,treatment,reapp,non_motivated,reappraisal,14,2,Sorry for the drug habit but...... it's all about choices in life.,sorry for the drug habit but its all about choices in life
14751,A18UCBCCBKS6NY,id-ngahz-3000-2,id-ngahz-3000,control,target,motivated,observing,20,4,Sorry she has to go through this must,sorry she has to go through this must
14752,A1EU2GVLVPXVQ3,id-mspuo-2998-5,id-mspuo-2998,control,control,non_motivated,observing,19,4,Sorry to see them in pain.,sorry to see them in pain
14753,A2EAJ7834XI2IT,id-bvwuk-2998-3,id-bvwuk-2998,control,target,motivated,observing,9,16,"Sorry to see you go, rest in peace.",sorry to see you go rest in peace
14754,AFHS2E60LZC6X,id-mspuo-3000-1,id-mspuo-3000,control,target,motivated,observing,16,19,"Sort of upsetting, but it is just the car, not the people who were maybe injured.",sort of upsetting but it is just the car not the people who were maybe injured
14755,A1QNC08T9AJTNL,id-ngahz-2997-11,id-ngahz-2997,treatment,reapp_target,motivated,reappraisal,5,5,Special effects makeup for hall,special effects makeup for hall
14756,AZLX0OGFF8UQ1,id-eiwzx-2997-14,id-eiwzx-2997,treatment,reapp_target,motivated,reappraisal,10,3,Special effects.,special effects
14757,A1DZDAR6J7N3HH,id-thggi-2998-4,id-thggi-2998,treatment,reapp,non_motivated,reappraisal,15,13,Split tongue.  Painful,split tongue painful
14758,A3ITILE1U24UBD,id-zrcsw-2997-6,id-zrcsw-2997,control,reapp,non_motivated,reappraisal,11,11,Sporting. Is this from Ragin Bull? Love that movie,sporting is this from ragin bull love that movie
14759,A1N8TKTLXV92QR,id-bvwuk-2998-7,id-bvwuk-2998,control,reapp,non_motivated,reappraisal,17,11,Sports gone wrong.  Seems self-inflicted...,sports gone wrong seems selfinflicted
14760,A2BUHMLNE3LUU0,id-rppnn-3000-8,id-rppnn-3000,control,control,non_motivated,observing,11,15,Spot where an explosion took place.,spot where an explosion took place
14761,A24L1U5Y2RJALV,id-mspuo-2999-8,id-mspuo-2999,control,control,non_motivated,observing,16,6,Spousal abuse. Just terrible. The guy should have his junk removed...,spousal abuse just terrible the guy should have his junk removed
14762,A2XUJD9Z7ZDLB5,id-fjoxq-3000-9,id-fjoxq-3000,treatment,reapp,non_motivated,reappraisal,9,6,Spousal abuse. Not cool. That what it looks like.,spousal abuse not cool that what it looks like
14763,AGEU3VFG2D6HY,id-uwffo-10-9,id-uwffo-10,control,target,motivated,observing,17,12,Staged for some reason,staged for some reason
14764,A2F2K4O3Q34SXI,id-thggi-3000-3,id-thggi-3000,control,reapp,non_motivated,reappraisal,12,10,"Staged kidnapping victim, hopefully she trained well.",staged kidnapping victim hopefully she trained well
14765,A1HVA6N137E7XH,id-ngahz-3000-7,id-ngahz-3000,control,control,non_motivated,observing,8,9,Staged shot?,staged shot
14766,AMHUDJ44HF1ZH,id-zrcsw-2998-9,id-zrcsw-2998,treatment,target,motivated,observing,11,8,Standing up for what he believes.,standing up for what he believes
14767,A321WQIFK10UV3,id-thggi-2997-8,id-thggi-2997,control,reapp,non_motivated,reappraisal,19,9,Staring down a gun is absolutely frightening.,staring down a gun is absolutely frightening
14768,A2GW4MHR7P2F8L,id-thggi-3000-3,id-thggi-3000,treatment,reapp,non_motivated,reappraisal,9,9,Startling and,startling and
14769,AS97O9N1A0OH9,id-zrcsw-3000-9,id-zrcsw-3000,control,reapp_target,motivated,reappraisal,2,14,"Statistically not going to happen, probably",statistically not going to happen probably
14770,A1PHDT66U6IK4Q,id-zrcsw-2998-10,id-zrcsw-2998,treatment,reapp_target,motivated,reappraisal,19,10,"Stay calm please, it's a simple fight between",stay calm please its a simple fight between
14771,A11M4E3N6Q8918,id-fjoxq-2998-4,id-fjoxq-2998,treatment,target,motivated,observing,2,11,Stay in the fight never,stay in the fight never
14772,A1GASF7QTQ1F40,id-uwffo-20-11,id-uwffo-20,control,target,motivated,observing,10,5,Stayed with the guy way too long.,stayed with the guy way too long
14773,A1143GKN5T807X,id-thggi-2998-8,id-thggi-2998,treatment,reapp_target,motivated,reappraisal,18,9,Stick'em up!,stickem up
14774,A2BZSAELJE8Z3,id-ngahz-2998-3,id-ngahz-2998,treatment,target,motivated,observing,9,10,Stock photo?  Stock photo.,stock photo stock photo
14775,A2BZSAELJE8Z3,id-ngahz-2998-3,id-ngahz-2998,treatment,target,motivated,observing,18,9,Stock photo?  Stock photo.,stock photo stock photo
14776,A2BZSAELJE8Z3,id-ngahz-2998-3,id-ngahz-2998,treatment,target,motivated,observing,1,3,Stock photo? Kinda artsy I guess.,stock photo kinda artsy i guess
14777,A1VJ7EL0YXE6XG,id-giakt-2997-7,id-giakt-2997,treatment,target,motivated,observing,19,4,"Stolid look, is that fear, or sadness in his eyes?",stolid look is that fear or sadness in his eyes
14778,A1N35VV9QURKHX,id-mspuo-2998-6,id-mspuo-2998,control,control,non_motivated,observing,17,1,Stong little baby hanging in there.,stong little baby hanging in there
14779,A39FWGIPGNZZSH,id-uwffo-1-2,id-uwffo-1,control,target,motivated,observing,15,3,Stop it whatever it is,stop it whatever it is
14780,A1T39Y3JB5A3XP,id-bvwuk-2998-8,id-bvwuk-2998,control,target,motivated,observing,18,9,Stop or I will shot you,stop or i will shot you
14781,A2WE2OQTRCUBK1,id-thggi-2999-3,id-thggi-2999,treatment,target,motivated,observing,11,9,Stop or I will shot you dead.,stop or i will shot you dead
14782,A1BOX5M23WW5SG,id-thggi-2997-8,id-thggi-2997,treatment,reapp,non_motivated,reappraisal,19,9,"Stop right there, don't move- totally a movie situation",stop right there dont move totally a movie situation
14783,A3HVFSD8K94SOR,id-thggi-3000-3,id-thggi-3000,treatment,reapp,non_motivated,reappraisal,10,5,Stop the violence against women,stop the violence against women
14784,A1N8TKTLXV92QR,id-bvwuk-2998-7,id-bvwuk-2998,control,reapp,non_motivated,reappraisal,6,10,Stop this man|! I feel for the person being attacked.,stop this man i feel for the person being attacked
14785,A34N1P4U149MKD,id-mspuo-2998-6,id-mspuo-2998,control,control,non_motivated,observing,18,9,Stop. Fake.,stop fake
14786,AXMLIVLTOV0UX,empty-48,empty,control,reapp_target,motivated,reappraisal,19,3,Story of my life.,story of my life
14787,A1XO3ETVAMW1KQ,id-uwffo-1-6,id-uwffo-1,control,reapp_target,motivated,reappraisal,14,9,Straight POV and down the sights of a sidearm. Do not want to be there.,straight pov and down the sights of a sidearm do not want to be there
14788,A2LRHL10WJC06D,id-rppnn-2999-4,id-rppnn-2999,control,control,non_motivated,observing,5,11,Straight up looks like a movie scene,straight up looks like a movie scene
14789,A3IXFZZ3JWTCPW,id-mspuo-2998-8,id-mspuo-2998,treatment,reapp_target,motivated,reappraisal,12,3,Strange,strange
14790,A3B84NGQT7Z9WE,id-bvwuk-2998-1,id-bvwuk-2998,control,control,non_motivated,observing,13,13,Strange custom but I guess some tribes still do these types of t,strange custom but i guess some tribes still do these types of t
14791,A2TMPJDRDYA11O,id-uwffo-21-16,id-uwffo-21,control,reapp_target,motivated,reappraisal,13,3,"Strange, seems to be a scene from a scifi movie. I feel mostly intrigued.",strange seems to be a scene from a scifi movie i feel mostly intrigued
14792,A1KLTPBLZUYKFO,id-uwffo-18-2,id-uwffo-18,control,control,non_motivated,observing,16,10,Stranger danger for sure. I feel angry that the man is abducting her.,stranger danger for sure i feel angry that the man is abducting her
14793,A2N5IRX69Y2OKT,id-uwffo-1-6,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,10,16,Stranger mercifully buries corpse of stranger,stranger mercifully buries corpse of stranger
14794,A3KRY1Q0WZXPRI,id-ngahz-2998-4,id-ngahz-2998,treatment,reapp_target,motivated,reappraisal,4,20,Streessful for the firefigters but at least the people were saved.,streessful for the firefigters but at least the people were saved
14795,A1FFL1IXI7N48V,id-rppnn-2999-6,id-rppnn-2999,treatment,reapp,non_motivated,reappraisal,12,6,"Street gangs robbed this woman, but she is getting help",street gangs robbed this woman but she is getting help
14796,A2SPEITP0H9DOC,id-eiwzx-2997-1,id-eiwzx-2997,control,control,non_motivated,observing,13,13,Stretching your piercings is not very strange to me.,stretching your piercings is not very strange to me
14797,A25V5BD7OK2MQI,id-eiwzx-2997-12,id-eiwzx-2997,control,reapp_target,motivated,reappraisal,13,19,"Strikes some fear into me as if I was driving by the accident. hope everyone lived, it looks horrible. glad first respon",strikes some fear into me as if i was driving by the accident hope everyone lived it looks horrible glad first respon
14798,AP284C26MDI4C,id-eiwzx-2997-14,id-eiwzx-2997,control,reapp_target,motivated,reappraisal,9,1,Strong fighter,strong fighter
14799,ACMN59IDRKHQL,id-fjoxq-3000-3,id-fjoxq-3000,treatment,reapp_target,motivated,reappraisal,7,5,"Strong woman, traumatized but knows herself.",strong woman traumatized but knows herself
14800,AGT9MCZWXR88C,id-bvwuk-3000-6,id-bvwuk-3000,control,control,non_motivated,observing,9,10,Struggle.  Fear.  Sexual assault??,struggle fear sexual assault
14801,A1XO3ETVAMW1KQ,id-uwffo-1-6,id-uwffo-1,control,reapp_target,motivated,reappraisal,5,10,Struggle. She doesn't want to.,struggle she doesnt want to
14802,A1BFAUG4NCIINL,id-fjoxq-2998-5,id-fjoxq-2998,treatment,reapp,non_motivated,reappraisal,9,10,Struggling friends? I'm confused and a bit concerned but,struggling friends im confused and a bit concerned but
14803,A3B84NGQT7Z9WE,id-bvwuk-2998-1,id-bvwuk-2998,control,control,non_motivated,observing,10,2,Strung out addict.  Needs help before he kills hi,strung out addict needs help before he kills hi
14804,A2S1P3H8PXG0S6,id-uwffo-10-1,id-uwffo-10,treatment,target,motivated,observing,8,3,Stuck behind the glass. A good performance with energy.,stuck behind the glass a good performance with energy
14805,A1VHQ3KL3P4T4H,id-eiwzx-2998-2,id-eiwzx-2998,treatment,reapp_target,motivated,reappraisal,18,3,Stuck inside a dome being held captive by aliens,stuck inside a dome being held captive by aliens
14806,AXXBVMN25NJEL,id-uwffo-13-3,id-uwffo-13,treatment,reapp_target,motivated,reappraisal,15,15,Studying a fire to gain academic knowledge - how intriguing,studying a fire to gain academic knowledge how intriguing
14807,A324VBRLXHG5IB,id-uwffo-23-7,id-uwffo-23,treatment,reapp_target,motivated,reappraisal,9,15,Studying the path fire is taking to prevent this from happening again.,studying the path fire is taking to prevent this from happening again
14808,A3LB5HB6LRD0TD,id-uwffo-16-1,id-uwffo-16,treatment,reapp,non_motivated,reappraisal,12,15,Studying the volcanic lava. That's pretty cool.,studying the volcanic lava thats pretty cool
14809,A1GASF7QTQ1F40,id-uwffo-20-11,id-uwffo-20,control,target,motivated,observing,20,15,Studying volcanic activity,studying volcanic activity
14810,A1DQPM5CVDL4Q5,id-mspuo-2999-2,id-mspuo-2999,treatment,reapp_target,motivated,reappraisal,2,15,Studying volcanoes is very important,studying volcanoes is very important
14811,A39H3N3KXHVTJU,id-uwffo-15-1,id-uwffo-15,control,reapp_target,motivated,reappraisal,16,12,Stunt actor for a film.,stunt actor for a film
14812,A3ORJGQ5K0OLQF,id-giakt-2998-1,id-giakt-2998,treatment,reapp_target,motivated,reappraisal,20,12,Stunt double at work,stunt double at work
14813,A3IJDJTWEWCT8D,id-uwffo-12-6,id-uwffo-12,control,reapp_target,motivated,reappraisal,20,12,Stunt double...nice shot! what's in the bag?,stunt doublenice shot whats in the bag
14814,A1GE5V7MX2DPG7,id-zrcsw-2998-7,id-zrcsw-2998,control,control,non_motivated,observing,13,12,Stunt driver doing his job,stunt driver doing his job
14815,A2VNSNAN1LZBAM,id-bvwuk-2998-3,id-bvwuk-2998,treatment,target,motivated,observing,20,12,Stunt driver.,stunt driver
14816,A3F8RP193M37U9,id-eiwzx-2997-14,id-eiwzx-2997,treatment,reapp_target,motivated,reappraisal,8,12,"Stunt gone wrong, or right?",stunt gone wrong or right
14817,A33GL3FCY0E0J7,id-ngahz-2998-4,id-ngahz-2998,treatment,reapp_target,motivated,reappraisal,13,12,Stunt man barreling through a bit of fire,stunt man barreling through a bit of fire
14818,A13XQ3ZQLWYR72,id-eiwzx-2998-3,id-eiwzx-2998,treatment,reapp,non_motivated,reappraisal,4,12,Stunt man earning money in movie,stunt man earning money in movie
14819,A2F2K4O3Q34SXI,id-thggi-3000-3,id-thggi-3000,control,reapp,non_motivated,reappraisal,20,12,"Stunt man riding through flames.  There's safety there, but it still takes balls",stunt man riding through flames theres safety there but it still takes balls
14820,A1VCEN5IM1GQGZ,id-fjoxq-3000-3,id-fjoxq-3000,treatment,reapp_target,motivated,reappraisal,3,12,Stunt man! What a talent,stunt man what a talent
14821,A1DQPM5CVDL4Q5,id-mspuo-2999-2,id-mspuo-2999,treatment,reapp_target,motivated,reappraisal,3,12,Stunt men get paid pretty well to do wild things like this,stunt men get paid pretty well to do wild things like this
14822,A3LOBI8KGKM59C,id-bbyjt-2996-1,id-bbyjt-2996,treatment,target,motivated,observing,13,15,"Stunt men typically wear protective gear, correct?",stunt men typically wear protective gear correct
14823,A3LOBI8KGKM59C,id-bbyjt-2996-1,id-bbyjt-2996,treatment,target,motivated,observing,13,12,"Stunt men typically wear protective gear, correct?",stunt men typically wear protective gear correct
14824,AWNGYC25Q0DTF,id-ngahz-2998-4,id-ngahz-2998,control,reapp_target,motivated,reappraisal,13,12,Stunt person and possibly some special effects for a movie.,stunt person and possibly some special effects for a movie
14825,A2PHGLSGMX3PWZ,id-thggi-2997-8,id-thggi-2997,control,reapp,non_motivated,reappraisal,8,12,Stunt person? Looks crazy to me. I know *I* wouldn't do it!,stunt person looks crazy to me i know i wouldnt do it
14826,AOQ9YNK1SX72Q,id-bvwuk-2998-7,id-bvwuk-2998,treatment,reapp,non_motivated,reappraisal,16,12,Stunt rider putting on a really awesome show riding through fire.  He is ok.,stunt rider putting on a really awesome show riding through fire he is ok
14827,A30QFNE9O4DF4D,id-uwffo-10-6,id-uwffo-10,treatment,reapp,non_motivated,reappraisal,3,18,Stunt rider!,stunt rider
14828,A30QFNE9O4DF4D,id-uwffo-10-6,id-uwffo-10,treatment,reapp,non_motivated,reappraisal,3,12,Stunt rider!,stunt rider
14829,A1COZVBQTSVTGL,id-uwffo-16-2,id-uwffo-16,treatment,reapp_target,motivated,reappraisal,20,12,Stunt show i am sure so not in danger. not in distress either it seems.,stunt show i am sure so not in danger not in distress either it seems
14830,A37QB7EG3C5MWL,id-uwffo-4-8,id-uwffo-4,control,control,non_motivated,observing,14,12,"Stunt, skill, riding, dare-devil",stunt skill riding daredevil
14831,A2EAIMII6MSIO5,id-fjoxq-3000-1,id-fjoxq-3000,treatment,reapp,non_motivated,reappraisal,17,19,"Stunt, to show kids what can happen when you drive distracted or drunk",stunt to show kids what can happen when you drive distracted or drunk
14832,AMH1QMBS49AZ,id-uwffo-17-8,id-uwffo-17,treatment,reapp,non_motivated,reappraisal,8,12,Stuntman,stuntman
14833,A65DWUVO1ZZLY,id-fjoxq-3000-7,id-fjoxq-3000,control,reapp_target,motivated,reappraisal,11,12,Stuntman riding a bike through fire which is super awesome,stuntman riding a bike through fire which is super awesome
14834,A3NMTPCYK5TK1A,id-uwffo-13-4,id-uwffo-13,treatment,target,motivated,observing,17,12,"Stuntman, being a stuntman, pretty sure this is from a music video, I think beastie boys.",stuntman being a stuntman pretty sure this is from a music video i think beastie boys
14835,A31WYNBU4IJPSV,id-ngahz-2997-11,id-ngahz-2997,control,reapp_target,motivated,reappraisal,14,12,Stuntman. Looks cool honestly.,stuntman looks cool honestly
14836,A15MD1NCLTDM4G,id-uwffo-9-3,id-uwffo-9,control,target,motivated,observing,14,12,Stuntmen do some crazy things for their jobs. Hop ehe made it out alive.,stuntmen do some crazy things for their jobs hop ehe made it out alive
14837,A1PWFA8HAM4Q2D,id-uwffo-23-7,id-uwffo-23,control,reapp_target,motivated,reappraisal,4,13,Stupid tribal ritual. Ignorant. Makes me angry.,stupid tribal ritual ignorant makes me angry
14838,AWO8TCE81Y2LM,id-giakt-2998-4,id-giakt-2998,control,control,non_motivated,observing,8,13,Stupidity of people never ceases to amaze me.,stupidity of people never ceases to amaze me
14839,AGNJKSH5LFKXZ,id-bvwuk-3000-3,id-bvwuk-3000,control,reapp,non_motivated,reappraisal,12,15,Such a horrific fire.  Wondered what happened.,such a horrific fire wondered what happened
14840,A9PY8NSQJ4PVD,id-bvwuk-2997-9,id-bvwuk-2997,treatment,target,motivated,observing,6,15,"Such a large fire, this is so dangerous. I hope everyone is okay.",such a large fire this is so dangerous i hope everyone is okay
14841,ATMIFF1CQZR0A,id-uwffo-26-2,id-uwffo-26,treatment,target,motivated,observing,20,1,Such a miracle what modern medicine can do. Looks like a life saved.,such a miracle what modern medicine can do looks like a life saved
14842,ACDIDJHRJ5THM,id-uwffo-17-7,id-uwffo-17,control,reapp,non_motivated,reappraisal,3,12,Such a painful image.,such a painful image
14843,AX0OJ3C9YQJ8R,id-uwffo-24-17,id-uwffo-24,control,reapp_target,motivated,reappraisal,5,1,"Such a precious baby, i wonder if it will be okay.",such a precious baby i wonder if it will be okay
14844,A2GUOR0AX7AJU5,id-uwffo-2-11,id-uwffo-2,treatment,reapp,non_motivated,reappraisal,10,1,Such a precious life. Glad they are enjoying their first bath from the looks,such a precious life glad they are enjoying their first bath from the looks
14845,A317ZDKO7VBJG8,id-ngahz-2996-1,id-ngahz-2996,control,target,motivated,observing,7,18,Such a sad thing to happen to kids. They don't look like they're in good shape.,such a sad thing to happen to kids they dont look like theyre in good shape
14846,A25C7FLRDEOJBA,id-giakt-2997-4,id-giakt-2997,treatment,reapp,non_motivated,reappraisal,8,15,Such a scary fire.  I’m glad people are on the scene to help.,such a scary fire im glad people are on the scene to help
14847,A1GCFHCYNPDH81,id-uwffo-2-11,id-uwffo-2,control,reapp,non_motivated,reappraisal,9,14,Such a scary scene and people are so traumatized by the crash. Very upsetting.,such a scary scene and people are so traumatized by the crash very upsetting
14848,AWWJ2QQ29L8LT,id-zrcsw-2998-11,id-zrcsw-2998,treatment,reapp,non_motivated,reappraisal,9,20,"Such a scary scene, but they were able to get her out!",such a scary scene but they were able to get her out
14849,A8AZKT8547W7O,id-bvwuk-2999-5,id-bvwuk-2999,control,control,non_motivated,observing,18,1,Such a small baby. I feel bad.,such a small baby i feel bad
14850,A2BK68ZSSNT0DE,id-uwffo-3-5,id-uwffo-3,treatment,reapp_target,motivated,reappraisal,3,1,Such a sweet little guy.,such a sweet little guy
14851,AGNJKSH5LFKXZ,id-bvwuk-3000-3,id-bvwuk-3000,control,reapp,non_motivated,reappraisal,14,19,Such a terrible accident.  I feel horrible for those who lost their life.,such a terrible accident i feel horrible for those who lost their life
14852,A2VNSNAN1LZBAM,id-bvwuk-2998-3,id-bvwuk-2998,treatment,target,motivated,observing,5,1,Such a tiny baby! Hopefully it will recover.,such a tiny baby hopefully it will recover
14853,A3K3VHDPCTI2Q,id-eiwzx-2997-1,id-eiwzx-2997,control,control,non_motivated,observing,8,1,"Such a tiny baby! Scared that they wont make it,",such a tiny baby scared that they wont make it
14854,A1OC6IOF1JHM2F,id-bvwuk-2999-6,id-bvwuk-2999,control,target,motivated,observing,12,1,"Such a tiny baby, huge miracle.",such a tiny baby huge miracle
14855,A21QUJTIIAOX2W,id-ngahz-3000-2,id-ngahz-3000,treatment,target,motivated,observing,1,1,Such a tiny baby. I wonder how premature it is.,such a tiny baby i wonder how premature it is
14856,A38DHLB88V8DL8,id-mspuo-3000-5,id-mspuo-3000,treatment,target,motivated,observing,2,1,Such a tiny new baby.  I hope the best for them.,such a tiny new baby i hope the best for them
14857,A2NQR8NLH5P3IH,id-zrcsw-2997-6,id-zrcsw-2997,treatment,reapp,non_motivated,reappraisal,19,20,Such a tough but rewarding job,such a tough but rewarding job
14858,A2TQ6V8HGK600E,id-uwffo-4-3,id-uwffo-4,control,control,non_motivated,observing,8,2,"Such a waste of a life for an addict. Lost so many friends to this, sad to see this again",such a waste of a life for an addict lost so many friends to this sad to see this again
14859,A15MD1NCLTDM4G,id-uwffo-9-3,id-uwffo-9,control,target,motivated,observing,18,17,Such an awful scene. This poor man's family must be heartbroeken,such an awful scene this poor mans family must be heartbroeken
14860,A1XUXY84RLKDTW,id-uwffo-23-8,id-uwffo-23,treatment,target,motivated,observing,15,8,Such anger and rage.  Why do people hurt others?,such anger and rage why do people hurt others
14861,A1URG4XSUU07AK,id-fjoxq-2998-4,id-fjoxq-2998,control,target,motivated,observing,3,10,Such as shame. No woman should have to deal with this abuse.,such as shame no woman should have to deal with this abuse
14862,AUWQ4PWHPZ7C5,id-uwffo-22-2,id-uwffo-22,treatment,target,motivated,observing,11,20,Such courageous firefighters attempting to save this person!,such courageous firefighters attempting to save this person
14863,A2XJPQF9BIMJS0,id-fjoxq-2998-4,id-fjoxq-2998,treatment,target,motivated,observing,10,6,"Such pain and suffering.  Get well soon, please!",such pain and suffering get well soon please
14864,A1WIFU6K17Q9VZ,empty-49,empty,control,control,non_motivated,observing,3,18,Such poverty is disheartening. My heart goes out to these children.,such poverty is disheartening my heart goes out to these children
14865,A1SISJL5ST2PWH,id-thggi-2999-5,id-thggi-2999,treatment,reapp_target,motivated,reappraisal,13,4,Such raw emotion! This person can act!,such raw emotion this person can act
14866,A1J4INYRDDX84W,id-fjoxq-2997-1,id-fjoxq-2997,treatment,target,motivated,observing,18,4,"Such sadness in the eyes, someone is grieving",such sadness in the eyes someone is grieving
14867,A1143GKN5T807X,id-thggi-2998-8,id-thggi-2998,treatment,reapp_target,motivated,reappraisal,15,5,Sucks to fall down the stairs when you've been drinking.,sucks to fall down the stairs when youve been drinking
14868,A360YPKITDW0PV,id-bvwuk-2999-2,id-bvwuk-2999,control,target,motivated,observing,19,1,Suffering and Saving a life,suffering and saving a life
14869,A3MK4HB1UCOXS6,id-uwffo-25-12,id-uwffo-25,control,control,non_motivated,observing,12,3,"Suffering, but artsy. Acting.",suffering but artsy acting
14870,A13EXIOBU0UVX4,id-thggi-2997-4,id-thggi-2997,treatment,reapp_target,motivated,reappraisal,17,3,Super creative photo. I bet this person is an artist,super creative photo i bet this person is an artist
14871,A2S0OZ9B24GU1K,id-bvwuk-2997-7,id-bvwuk-2997,control,reapp,non_motivated,reappraisal,9,15,Super scary to see so much fire and all over the place. Very fi,super scary to see so much fire and all over the place very fi
14872,A25BUC3EXB6FNO,id-uwffo-17-6,id-uwffo-17,treatment,target,motivated,observing,12,12,"Sure hope this isn't a real situation, perhaps a stu",sure hope this isnt a real situation perhaps a stu
